Edad,trabajo,estado_civil,educacion,saldo,credito_vivienda,prestamo,contacto,campaign,contactos_previos,poutcome,suscrito
74.0,self-employed,single,primary,0,no,no,telephone,8.0,1.0,success,yes
25.0,blue-collar,single,tertiary,99996,yes,yes,telephone,24.0,1.0,success,no
74.0,unemployed,married,primary,3425,no,no,telephone,5.0,1.0,failure,no
43.0,blue-collar,single,primary,71998,yes,yes,telephone,34.0,1.0,success,no
47.0,services,divorced,primary,27134,yes,yes,cellular,15.0,3.0,success,no
46.18152922479251,entrepreneur,single,secondary,80442,yes,yes,telephone,47.0,3.0,success,yes
46.0,unemployed,married,primary,33607,yes,no,cellular,39.0,3.0,nonexistent,yes
20.0,blue-collar,married,secondary,87809,yes,yes,telephone,4.0,4.0,success,yes
43.0,retired,married,primary,71027,yes,no,telephone,46.0,3.0,success,no
61.0,admin,married,primary,55154,no,no,telephone,38.0,0.0,nonexistent,yes
45.0,entrepreneur,single,tertiary,94415,no,no,telephone,36.0,4.0,nonexistent,yes
35.0,student,married,tertiary,90195,yes,no,telephone,37.0,1.0,nonexistent,no
30.0,unemployed,single,secondary,46788,yes,no,telephone,42.0,4.0,failure,no
54.0,technician,married,primary,91039,no,no,telephone,45.0,0.0,failure,yes
54.0,services,single,secondary,27899,yes,yes,telephone,37.0,2.0,success,no
24.0,self-employed,married,secondary,0,no,yes,cellular,25.0,4.0,success,yes
41.0,self-employed,divorced,primary,33021,no,yes,telephone,21.0,3.0,failure,no
29.0,services,single,tertiary,93472,yes,yes,cellular,41.0,2.0004504098729843,success,no
33.0,unemployed,single,secondary,94296,no,no,telephone,39.0,0.0,nonexistent,yes
40.0,self-employed,divorced,tertiary,98314,no,no,cellular,41.0,3.0,nonexistent,yes
26.0,services,divorced,tertiary,44442,yes,yes,cellular,42.0,0.0,failure,no
49.0,management,divorced,tertiary,92302,no,no,cellular,3.0,4.0,nonexistent,yes
32.0,student,divorced,primary,84555,yes,no,telephone,41.0,1.0,nonexistent,yes
54.0,self-employed,married,secondary,25791,yes,no,cellular,5.0,4.0,nonexistent,no
46.18152922479251,self-employed,single,primary,87728,no,no,telephone,43.0,3.0,failure,yes
69.0,unemployed,married,primary,45802,yes,yes,telephone,18.0,3.0,failure,yes
30.0,entrepreneur,divorced,tertiary,99238,yes,yes,cellular,14.0,3.0,success,yes
58.0,entrepreneur,married,tertiary,76107,yes,no,telephone,40.0,0.0,success,yes
70.0,management,divorced,secondary,-1629,yes,no,telephone,30.0,2.0,nonexistent,no
63.0,management,single,primary,28193,no,no,telephone,29.0,2.0004504098729843,failure,no
32.0,technician,single,secondary,78922,yes,yes,cellular,19.0,3.0,success,no
73.0,blue-collar,married,secondary,81323,yes,no,cellular,26.0,1.0,failure,no
24.0,retired,divorced,secondary,84522,yes,yes,telephone,46.0,3.0,nonexistent,no
57.0,student,divorced,tertiary,47025,yes,no,telephone,40.0,1.0,failure,yes
45.0,entrepreneur,divorced,secondary,92187,no,no,cellular,9.0,0.0,success,yes
49.0,services,single,secondary,84593,no,yes,cellular,46.0,4.0,nonexistent,no
52.0,student,single,primary,27872,yes,no,cellular,44.0,3.0,failure,no
32.0,student,single,primary,74248,yes,no,cellular,13.0,4.0,success,no
53.0,admin,divorced,secondary,0,no,no,cellular,25.131025957972806,1.0,nonexistent,yes
23.0,retired,divorced,primary,-1333,yes,yes,telephone,31.0,0.0,failure,no
18.0,blue-collar,single,secondary,14325,no,yes,cellular,15.0,0.0,failure,yes
28.0,services,single,tertiary,13890,yes,no,telephone,10.0,3.0,success,no
61.0,technician,single,primary,24483,yes,no,cellular,21.0,4.0,failure,no
43.0,management,single,primary,90479,yes,no,telephone,39.0,4.0,failure,no
46.18152922479251,services,divorced,secondary,36085,yes,yes,cellular,37.0,4.0,nonexistent,no
46.18152922479251,management,single,secondary,99333,yes,yes,cellular,40.0,1.0,nonexistent,yes
38.0,self-employed,single,tertiary,39000,no,no,telephone,20.0,1.0,nonexistent,yes
65.0,self-employed,single,tertiary,0,no,yes,telephone,45.0,0.0,failure,no
46.18152922479251,self-employed,divorced,secondary,27940,no,no,cellular,7.0,4.0,success,yes
62.0,management,single,primary,86299,yes,no,cellular,18.0,1.0,success,yes
66.0,self-employed,divorced,tertiary,22701,yes,yes,telephone,41.0,2.0004504098729843,success,yes
56.0,technician,divorced,primary,39795,no,yes,cellular,26.0,4.0,failure,yes
57.0,blue-collar,married,secondary,88990,yes,no,telephone,17.0,0.0,failure,no
33.0,management,divorced,primary,54433,yes,yes,telephone,28.0,3.0,success,no
46.18152922479251,management,single,tertiary,44999,no,no,telephone,21.0,1.0,nonexistent,no
21.0,technician,single,primary,0,no,yes,cellular,37.0,4.0,success,yes
57.0,admin,divorced,tertiary,39484,no,no,cellular,23.0,2.0,nonexistent,no
33.0,retired,single,secondary,5688,yes,no,cellular,47.0,2.0,failure,no
48.0,unemployed,married,primary,21255,yes,yes,cellular,48.0,1.0,failure,no
42.0,unemployed,single,tertiary,44617,yes,no,telephone,46.0,0.0,nonexistent,yes
29.0,student,single,tertiary,39259,yes,yes,cellular,38.0,4.0,nonexistent,no
43.0,management,married,primary,75049,yes,no,telephone,1.0,2.0,success,yes
54.0,self-employed,divorced,primary,68569,yes,yes,cellular,11.0,1.0,failure,no
45.0,unemployed,single,primary,76792,no,yes,telephone,44.0,1.0,failure,yes
26.0,unemployed,married,primary,24293,no,yes,telephone,24.0,2.0,failure,no
69.0,retired,single,tertiary,34069,no,no,telephone,42.0,1.0,failure,yes
71.0,entrepreneur,divorced,secondary,84079,yes,no,telephone,26.0,0.0,nonexistent,no
45.0,retired,divorced,primary,25213,no,yes,telephone,49.0,4.0,success,no
51.0,management,divorced,tertiary,92526,yes,no,telephone,18.0,0.0,nonexistent,yes
63.0,technician,married,primary,32449,yes,yes,telephone,38.0,2.0,success,yes
56.0,admin,single,tertiary,1706,yes,no,cellular,2.0,3.0,success,yes
59.0,technician,married,tertiary,14147,no,yes,cellular,44.0,2.0004504098729843,nonexistent,yes
62.0,self-employed,divorced,secondary,0,no,yes,telephone,37.0,4.0,success,no
65.0,student,divorced,secondary,18543,yes,yes,cellular,47.0,0.0,failure,no
31.0,entrepreneur,divorced,primary,97147,no,yes,telephone,45.0,2.0004504098729843,failure,no
28.0,admin,married,secondary,6895,no,no,telephone,29.0,4.0,failure,yes
59.0,blue-collar,divorced,primary,60058,no,no,telephone,34.0,1.0,success,yes
55.0,entrepreneur,divorced,secondary,20412,yes,yes,telephone,15.0,2.0,success,yes
70.0,retired,single,secondary,11251,yes,no,telephone,9.0,0.0,success,no
24.0,services,married,primary,22632,yes,yes,cellular,2.0,3.0,success,no
73.0,self-employed,married,secondary,93276,no,yes,cellular,1.0,4.0,failure,no
58.0,management,divorced,secondary,10151,yes,yes,telephone,9.0,0.0,nonexistent,yes
27.0,self-employed,single,primary,4325,no,yes,telephone,1.0,1.0,failure,no
60.0,self-employed,divorced,primary,86227,yes,yes,cellular,10.0,4.0,success,yes
32.0,entrepreneur,divorced,primary,73586,yes,yes,cellular,19.0,0.0,success,no
55.0,unemployed,single,primary,-88,yes,yes,cellular,18.0,2.0,nonexistent,yes
22.0,entrepreneur,married,primary,5374,no,yes,telephone,22.0,2.0004504098729843,success,yes
36.0,student,married,secondary,83402,no,no,cellular,11.0,1.0,failure,no
71.0,admin,married,secondary,44678,yes,yes,cellular,9.0,0.0,failure,yes
68.0,blue-collar,divorced,tertiary,89792,yes,yes,telephone,15.0,0.0,nonexistent,no
27.0,entrepreneur,single,secondary,91305,yes,no,cellular,16.0,0.0,success,no
29.0,services,married,tertiary,48683,yes,no,cellular,13.0,4.0,nonexistent,no
71.0,unemployed,married,tertiary,8198,no,no,cellular,6.0,4.0,success,yes
21.0,student,single,secondary,92817,no,yes,telephone,25.0,3.0,failure,no
48.0,student,divorced,tertiary,68100,yes,no,telephone,47.0,2.0004504098729843,nonexistent,yes
35.0,unemployed,divorced,primary,34996,no,no,cellular,15.0,2.0,success,yes
57.0,retired,single,primary,5155,yes,no,telephone,43.0,4.0,nonexistent,no
42.0,entrepreneur,single,tertiary,96621,no,no,cellular,14.0,0.0,success,no
40.0,student,married,tertiary,56944,yes,no,telephone,34.0,2.0,failure,no
29.0,student,married,primary,64246,no,yes,telephone,2.0,2.0,success,no
53.0,services,divorced,secondary,72178,yes,yes,cellular,42.0,0.0,nonexistent,no
54.0,unemployed,divorced,primary,24457,no,no,telephone,16.0,4.0,success,yes
26.0,management,divorced,secondary,32091,no,no,telephone,46.0,0.0,nonexistent,no
70.0,entrepreneur,single,primary,9752,yes,yes,telephone,30.0,1.0,nonexistent,yes
46.18152922479251,self-employed,divorced,secondary,49832,yes,yes,telephone,23.0,1.0,success,no
51.0,entrepreneur,single,secondary,84584,yes,no,telephone,46.0,3.0,failure,no
21.0,self-employed,married,secondary,3675,yes,no,cellular,23.0,4.0,success,yes
46.0,self-employed,single,secondary,37555,yes,no,cellular,40.0,1.0,nonexistent,no
58.0,entrepreneur,divorced,tertiary,640,no,no,cellular,17.0,2.0,failure,no
62.0,retired,married,primary,61328,yes,no,telephone,21.0,4.0,failure,no
32.0,student,divorced,secondary,42408,no,yes,telephone,37.0,2.0,failure,no
45.0,technician,married,tertiary,Auto%#,no,no,cellular,5.0,4.0,nonexistent,yes
59.0,unemployed,single,primary,84173,yes,no,telephone,21.0,1.0,nonexistent,no
69.0,student,single,primary,13201,no,no,telephone,11.0,0.0,nonexistent,yes
51.0,management,divorced,tertiary,22667,no,yes,cellular,23.0,0.0,success,yes
18.0,unemployed,single,primary,33517,no,no,cellular,43.0,3.0,success,yes
56.0,blue-collar,married,secondary,33870,yes,yes,telephone,34.0,4.0,success,yes
49.0,retired,single,tertiary,35982,no,yes,cellular,38.0,2.0,success,yes
46.18152922479251,admin,divorced,primary,56332,no,yes,telephone,41.0,4.0,success,yes
65.0,unemployed,married,primary,0,no,yes,cellular,44.0,1.0,success,yes
44.0,technician,divorced,primary,2237,no,yes,cellular,6.0,4.0,success,yes
41.0,admin,divorced,secondary,28465,yes,no,telephone,16.0,2.0,failure,no
52.0,management,divorced,tertiary,4027,yes,yes,cellular,2.0,0.0,failure,no
46.18152922479251,retired,divorced,primary,76777,no,no,cellular,32.0,2.0,nonexistent,no
59.0,admin,married,secondary,8367,no,yes,telephone,43.0,2.0,success,no
71.0,self-employed,married,secondary,25483,no,yes,telephone,47.0,4.0,failure,yes
56.0,retired,married,primary,53007,yes,yes,cellular,38.0,2.0,success,yes
66.0,entrepreneur,single,secondary,98848,no,yes,cellular,41.0,4.0,success,no
55.0,technician,divorced,secondary,95559,yes,yes,cellular,9.0,4.0,nonexistent,yes
40.0,student,single,secondary,61268,yes,yes,telephone,25.0,4.0,nonexistent,no
39.0,blue-collar,divorced,secondary,91724,no,yes,telephone,26.0,2.0,nonexistent,no
21.0,admin,single,tertiary,99161,yes,yes,cellular,45.0,3.0,failure,no
66.0,student,single,tertiary,97857,yes,yes,telephone,26.0,0.0,success,yes
26.0,retired,single,secondary,69810,yes,no,telephone,5.0,0.0,nonexistent,no
21.0,student,married,primary,60924,yes,yes,telephone,25.131025957972806,1.0,success,yes
40.0,services,divorced,primary,50892,no,yes,telephone,26.0,0.0,nonexistent,no
19.0,services,married,primary,61034,yes,yes,cellular,43.0,2.0,failure,no
41.0,admin,married,primary,24543,yes,no,telephone,23.0,2.0,success,yes
57.0,unemployed,married,tertiary,75059,yes,yes,cellular,24.0,1.0,success,no
72.0,blue-collar,single,tertiary,-926,no,no,cellular,41.0,4.0,failure,no
64.0,unemployed,married,tertiary,11990,yes,yes,cellular,10.0,4.0,success,yes
48.0,technician,divorced,tertiary,95064,no,yes,cellular,6.0,4.0,success,no
64.0,unemployed,single,secondary,80948,yes,yes,cellular,4.0,2.0,success,yes
57.0,services,married,tertiary,80567,no,no,cellular,1.0,0.0,success,no
65.0,entrepreneur,divorced,primary,43793,yes,no,telephone,6.0,1.0,nonexistent,yes
68.0,management,divorced,primary,78373,yes,yes,telephone,38.0,4.0,nonexistent,yes
60.0,management,single,tertiary,36071,no,yes,telephone,29.0,3.0,nonexistent,no
66.0,student,divorced,tertiary,15286,no,yes,telephone,24.0,1.0,nonexistent,yes
33.0,self-employed,divorced,primary,7695,no,yes,cellular,25.131025957972806,1.0,nonexistent,no
74.0,management,divorced,primary,35844,no,no,cellular,17.0,0.0,success,no
21.0,unemployed,married,tertiary,19946,yes,no,telephone,36.0,4.0,nonexistent,yes
33.0,technician,single,primary,55325,yes,yes,telephone,45.0,1.0,failure,no
47.0,blue-collar,single,primary,6681,no,yes,telephone,25.131025957972806,4.0,failure,no
61.0,management,single,secondary,71387,no,yes,telephone,20.0,1.0,success,yes
53.0,technician,single,tertiary,78121,yes,yes,cellular,3.0,1.0,success,no
20.0,admin,divorced,tertiary,45038,no,yes,cellular,20.0,1.0,failure,no
39.0,services,married,secondary,52833,yes,yes,telephone,3.0,4.0,success,no
66.0,self-employed,single,secondary,46123,yes,no,cellular,6.0,4.0,nonexistent,yes
39.0,admin,married,primary,28117,yes,no,cellular,29.0,4.0,failure,no
74.0,unemployed,divorced,tertiary,21774,no,no,telephone,43.0,1.0,nonexistent,yes
72.0,student,married,tertiary,51143,yes,yes,telephone,39.0,0.0,nonexistent,yes
66.0,blue-collar,single,primary,73135,yes,no,telephone,49.0,2.0,success,no
38.0,entrepreneur,divorced,primary,37136,no,no,telephone,1.0,4.0,failure,no
73.0,services,single,tertiary,25531,no,yes,telephone,33.0,1.0,success,yes
21.0,student,divorced,tertiary,40174,yes,no,telephone,10.0,1.0,success,yes
48.0,retired,divorced,primary,34710,no,no,telephone,26.0,1.0,nonexistent,yes
61.0,unemployed,divorced,primary,32568,yes,yes,telephone,25.131025957972806,0.0,failure,yes
48.0,entrepreneur,divorced,secondary,12414,yes,no,cellular,14.0,1.0,success,yes
40.0,unemployed,divorced,primary,60294,no,no,telephone,8.0,2.0,nonexistent,yes
70.0,blue-collar,single,primary,92572,yes,no,telephone,32.0,3.0,nonexistent,yes
37.0,management,single,tertiary,8261,no,no,cellular,25.131025957972806,3.0,failure,no
32.0,management,divorced,tertiary,59987,yes,yes,cellular,36.0,3.0,success,no
40.0,admin,single,tertiary,65913,no,yes,cellular,27.0,4.0,success,yes
54.0,entrepreneur,married,secondary,43316,yes,no,telephone,26.0,4.0,nonexistent,yes
38.0,services,married,primary,26419,no,yes,telephone,14.0,0.0,nonexistent,no
32.0,blue-collar,divorced,secondary,31202,no,no,cellular,43.0,4.0,failure,yes
67.0,services,divorced,primary,67307,no,yes,cellular,28.0,2.0,success,yes
54.0,services,married,primary,78409,yes,no,telephone,28.0,0.0,success,no
30.0,entrepreneur,single,tertiary,39340,yes,no,cellular,21.0,2.0004504098729843,failure,yes
36.0,student,single,primary,82070,no,no,telephone,48.0,0.0,nonexistent,yes
62.0,blue-collar,divorced,secondary,75653,no,yes,telephone,29.0,4.0,success,no
35.0,student,married,tertiary,3602,yes,no,telephone,46.0,3.0,success,no
46.18152922479251,technician,single,secondary,95210,no,no,telephone,34.0,1.0,success,no
37.0,unemployed,divorced,tertiary,69022,yes,no,telephone,20.0,3.0,success,no
69.0,admin,divorced,primary,51201,no,yes,telephone,26.0,3.0,nonexistent,yes
36.0,management,married,primary,47698,no,yes,cellular,27.0,0.0,success,yes
62.0,entrepreneur,divorced,primary,91728,no,no,telephone,23.0,4.0,nonexistent,yes
61.0,entrepreneur,divorced,primary,84342,yes,yes,cellular,7.0,4.0,failure,yes
70.0,unemployed,married,primary,68360,yes,yes,cellular,35.0,3.0,nonexistent,no
46.18152922479251,entrepreneur,divorced,primary,62687,no,yes,cellular,47.0,2.0,success,yes
51.0,services,single,tertiary,33883,no,yes,telephone,4.0,3.0,nonexistent,yes
19.0,admin,divorced,primary,-1782,yes,no,telephone,29.0,1.0,nonexistent,no
72.0,student,divorced,secondary,11169,yes,yes,cellular,36.0,2.0,nonexistent,no
27.0,self-employed,married,secondary,Auto%#,yes,no,cellular,3.0,3.0,failure,yes
49.0,student,married,secondary,43374,no,no,telephone,2.0,1.0,success,yes
58.0,services,divorced,primary,72951,no,no,telephone,18.0,0.0,failure,yes
30.0,retired,single,secondary,2180,yes,no,cellular,34.0,0.0,failure,no
56.0,entrepreneur,divorced,primary,35928,no,yes,cellular,15.0,1.0,success,no
22.0,retired,divorced,primary,82690,yes,yes,cellular,40.0,4.0,failure,no
27.0,unemployed,married,primary,7766,no,no,cellular,41.0,1.0,success,yes
55.0,entrepreneur,divorced,primary,28058,no,no,cellular,1.0,1.0,failure,no
68.0,self-employed,married,tertiary,9532,yes,yes,telephone,25.0,3.0,nonexistent,no
38.0,admin,married,secondary,84377,yes,no,cellular,17.0,3.0,success,yes
25.0,retired,divorced,secondary,41374,yes,yes,telephone,33.0,0.0,failure,yes
18.0,student,divorced,primary,Auto%#,no,no,telephone,17.0,3.0,success,no
45.0,blue-collar,married,tertiary,64790,yes,no,telephone,38.0,1.0,nonexistent,no
56.0,services,married,primary,57192,no,no,telephone,37.0,4.0,success,no
38.0,retired,married,secondary,95218,no,no,telephone,43.0,1.0,failure,yes
38.0,unemployed,married,secondary,45592,yes,yes,cellular,12.0,0.0,failure,yes
34.0,blue-collar,single,tertiary,Auto%#,yes,no,telephone,35.0,2.0,success,no
74.0,admin,married,primary,31128,yes,yes,telephone,46.0,0.0,nonexistent,yes
48.0,management,divorced,primary,6104,yes,yes,cellular,16.0,2.0,failure,no
69.0,student,married,primary,77722,no,no,telephone,24.0,2.0,nonexistent,no
60.0,entrepreneur,single,tertiary,93614,yes,yes,telephone,49.0,4.0,failure,no
36.0,services,single,secondary,87704,no,no,cellular,47.0,4.0,nonexistent,yes
67.0,admin,single,secondary,92002,yes,yes,cellular,43.0,4.0,nonexistent,no
50.0,management,married,secondary,99087,no,yes,cellular,13.0,1.0,nonexistent,no
31.0,student,single,primary,82148,no,no,telephone,17.0,0.0,failure,yes
73.0,blue-collar,divorced,tertiary,57978,yes,yes,cellular,44.0,1.0,success,yes
66.0,admin,divorced,tertiary,86233,no,yes,telephone,19.0,3.0,success,yes
53.0,services,married,tertiary,10609,yes,no,cellular,7.0,2.0004504098729843,nonexistent,yes
61.0,entrepreneur,divorced,primary,77019,yes,yes,cellular,30.0,4.0,success,yes
48.0,technician,divorced,primary,24989,yes,yes,telephone,11.0,3.0,nonexistent,yes
18.0,unemployed,divorced,primary,65819,no,no,telephone,34.0,4.0,failure,yes
24.0,management,divorced,secondary,69772,yes,no,telephone,34.0,4.0,success,yes
44.0,blue-collar,divorced,secondary,38577,yes,yes,cellular,31.0,1.0,nonexistent,no
38.0,unemployed,married,secondary,1105,no,no,cellular,22.0,3.0,nonexistent,yes
33.0,services,divorced,primary,83395,yes,yes,cellular,27.0,0.0,failure,yes
73.0,management,single,secondary,-162,no,yes,cellular,47.0,3.0,success,yes
63.0,unemployed,divorced,tertiary,88333,no,yes,telephone,36.0,1.0,nonexistent,no
40.0,student,single,secondary,22437,yes,yes,telephone,32.0,0.0,failure,yes
69.0,self-employed,divorced,primary,80815,no,no,cellular,35.0,4.0,failure,no
55.0,services,single,primary,23560,yes,no,telephone,34.0,3.0,nonexistent,no
45.0,entrepreneur,single,primary,45355,no,yes,cellular,39.0,2.0004504098729843,success,no
22.0,unemployed,divorced,tertiary,41003,no,yes,telephone,9.0,4.0,failure,no
73.0,admin,divorced,secondary,53437,yes,no,cellular,25.0,1.0,failure,no
38.0,technician,divorced,secondary,12646,yes,no,telephone,20.0,1.0,success,yes
35.0,unemployed,single,primary,48560,yes,yes,telephone,15.0,4.0,failure,yes
64.0,unemployed,married,secondary,84597,yes,yes,telephone,40.0,2.0,failure,no
23.0,blue-collar,divorced,tertiary,56679,no,yes,cellular,49.0,0.0,success,no
74.0,unemployed,divorced,primary,38214,yes,yes,cellular,27.0,2.0,success,yes
46.0,blue-collar,married,secondary,42597,no,no,telephone,11.0,4.0,nonexistent,yes
36.0,retired,divorced,primary,20873,no,yes,telephone,16.0,3.0,failure,no
62.0,self-employed,single,secondary,85803,no,yes,cellular,24.0,4.0,failure,yes
38.0,technician,married,primary,95925,yes,yes,telephone,18.0,3.0,nonexistent,yes
52.0,entrepreneur,single,tertiary,12823,yes,yes,cellular,20.0,2.0,failure,no
57.0,retired,single,primary,5406,yes,yes,cellular,15.0,2.0,failure,no
20.0,unemployed,divorced,secondary,28619,yes,no,telephone,13.0,1.0,nonexistent,yes
42.0,management,divorced,secondary,5071,no,yes,telephone,36.0,0.0,nonexistent,no
62.0,management,single,secondary,19852,no,yes,telephone,14.0,1.0,nonexistent,yes
55.0,self-employed,divorced,tertiary,46872,no,yes,cellular,47.0,4.0,success,no
62.0,admin,married,primary,86217,no,no,cellular,47.0,1.0,failure,yes
37.0,unemployed,married,primary,9183,no,yes,telephone,37.0,4.0,success,no
61.0,management,divorced,primary,52838,no,no,telephone,47.0,3.0,success,yes
62.0,management,married,primary,83416,yes,no,telephone,18.0,2.0004504098729843,failure,no
51.0,admin,married,secondary,10349,yes,no,telephone,32.0,2.0,success,no
38.0,entrepreneur,single,secondary,25493,no,yes,cellular,35.0,4.0,failure,yes
72.0,self-employed,married,secondary,7357,yes,no,cellular,42.0,2.0004504098729843,failure,no
65.0,management,married,tertiary,2561,yes,no,cellular,32.0,3.0,nonexistent,yes
40.0,management,married,tertiary,93380,yes,yes,telephone,37.0,1.0,success,no
68.0,self-employed,divorced,secondary,62685,no,yes,cellular,47.0,2.0004504098729843,failure,yes
30.0,blue-collar,divorced,tertiary,29805,no,no,telephone,1.0,0.0,success,yes
66.0,admin,divorced,tertiary,9430,no,yes,telephone,48.0,0.0,failure,no
40.0,entrepreneur,divorced,tertiary,14041,yes,yes,cellular,28.0,0.0,nonexistent,yes
26.0,entrepreneur,single,primary,90262,yes,no,telephone,27.0,2.0,success,yes
34.0,technician,single,tertiary,8267,yes,yes,telephone,17.0,2.0,nonexistent,yes
19.0,admin,divorced,secondary,75395,no,no,telephone,46.0,0.0,nonexistent,yes
36.0,retired,single,primary,73909,yes,no,cellular,15.0,2.0,success,yes
36.0,admin,married,tertiary,88170,yes,yes,cellular,14.0,2.0,failure,no
73.0,student,divorced,secondary,70793,yes,yes,telephone,31.0,2.0,nonexistent,yes
24.0,management,divorced,tertiary,20597,no,no,cellular,34.0,0.0,failure,no
71.0,admin,divorced,secondary,21989,no,no,cellular,3.0,1.0,success,no
59.0,retired,single,secondary,17003,no,yes,cellular,12.0,1.0,failure,no
59.0,unemployed,single,tertiary,28169,yes,yes,cellular,26.0,3.0,nonexistent,yes
26.0,entrepreneur,married,primary,14961,no,no,cellular,34.0,1.0,success,yes
34.0,student,single,tertiary,10146,yes,yes,telephone,8.0,3.0,nonexistent,no
44.0,management,divorced,secondary,52395,no,no,cellular,12.0,1.0,nonexistent,yes
19.0,student,single,primary,0,no,no,cellular,26.0,3.0,failure,no
36.0,self-employed,single,secondary,64091,no,no,cellular,38.0,0.0,failure,yes
22.0,self-employed,single,tertiary,1640,no,yes,cellular,43.0,3.0,nonexistent,no
56.0,unemployed,divorced,secondary,44136,no,no,telephone,19.0,1.0,failure,yes
71.0,blue-collar,married,tertiary,36187,yes,no,cellular,35.0,1.0,failure,no
21.0,technician,divorced,secondary,12837,no,no,telephone,8.0,2.0004504098729843,failure,no
55.0,unemployed,divorced,primary,56744,no,no,telephone,7.0,4.0,failure,no
42.0,unemployed,married,tertiary,10865,no,no,cellular,36.0,0.0,nonexistent,yes
22.0,unemployed,divorced,primary,42653,yes,yes,cellular,35.0,2.0,success,yes
47.0,blue-collar,single,tertiary,76455,yes,yes,telephone,19.0,3.0,success,no
29.0,unemployed,single,primary,33094,no,yes,telephone,2.0,1.0,nonexistent,no
21.0,self-employed,married,tertiary,33569,no,no,cellular,5.0,2.0,failure,no
46.0,entrepreneur,married,primary,46787,yes,yes,telephone,2.0,0.0,nonexistent,no
26.0,admin,divorced,primary,28961,yes,yes,telephone,18.0,3.0,success,yes
21.0,student,divorced,tertiary,49186,no,yes,telephone,15.0,3.0,failure,yes
68.0,services,divorced,tertiary,74558,yes,no,telephone,16.0,1.0,failure,yes
41.0,entrepreneur,single,secondary,13297,no,yes,cellular,12.0,0.0,success,yes
59.0,student,divorced,tertiary,4463,yes,yes,telephone,28.0,4.0,failure,no
36.0,technician,single,tertiary,27703,no,no,cellular,43.0,2.0,success,yes
46.18152922479251,unemployed,married,primary,44221,yes,no,telephone,4.0,4.0,nonexistent,no
34.0,blue-collar,single,primary,81031,yes,no,cellular,12.0,4.0,failure,yes
52.0,services,married,secondary,60249,no,yes,cellular,42.0,2.0004504098729843,nonexistent,no
34.0,admin,single,secondary,31039,yes,yes,cellular,41.0,1.0,failure,no
18.0,admin,married,secondary,74069,yes,yes,telephone,16.0,3.0,nonexistent,no
32.0,student,divorced,primary,10158,no,no,telephone,32.0,3.0,success,yes
26.0,admin,single,primary,79685,yes,yes,telephone,17.0,4.0,nonexistent,yes
32.0,self-employed,single,primary,35711,no,no,cellular,18.0,3.0,failure,yes
45.0,entrepreneur,single,secondary,60807,yes,no,telephone,27.0,3.0,nonexistent,yes
41.0,admin,single,tertiary,80688,no,yes,cellular,7.0,3.0,success,no
52.0,blue-collar,divorced,secondary,28772,no,no,telephone,41.0,2.0,nonexistent,yes
39.0,services,divorced,primary,25307,yes,yes,telephone,25.131025957972806,1.0,success,no
44.0,technician,divorced,secondary,3166,yes,no,cellular,20.0,3.0,nonexistent,no
36.0,retired,single,secondary,5589,no,yes,telephone,35.0,1.0,success,yes
62.0,management,single,secondary,45986,no,no,telephone,47.0,4.0,failure,yes
37.0,management,married,secondary,600,yes,no,telephone,26.0,0.0,success,no
18.0,retired,single,primary,-1084,no,no,cellular,24.0,0.0,failure,yes
38.0,student,divorced,secondary,73180,no,no,telephone,24.0,0.0,success,yes
62.0,services,divorced,primary,5151,no,yes,telephone,27.0,2.0,success,no
18.0,retired,married,secondary,75196,yes,yes,telephone,49.0,4.0,failure,no
27.0,blue-collar,divorced,primary,0,no,no,cellular,9.0,3.0,nonexistent,yes
35.0,blue-collar,single,primary,49056,no,yes,cellular,16.0,2.0,failure,yes
65.0,services,divorced,primary,5193,yes,yes,telephone,45.0,0.0,nonexistent,yes
63.0,student,divorced,tertiary,62610,yes,yes,telephone,6.0,1.0,failure,no
46.18152922479251,self-employed,married,tertiary,26540,yes,yes,cellular,23.0,4.0,nonexistent,no
44.0,services,single,tertiary,74537,no,yes,cellular,47.0,4.0,nonexistent,no
56.0,services,single,tertiary,54125,yes,no,cellular,9.0,3.0,nonexistent,no
66.0,blue-collar,married,tertiary,50960,yes,yes,cellular,26.0,2.0004504098729843,failure,no
35.0,student,divorced,secondary,87485,no,yes,cellular,7.0,1.0,nonexistent,no
61.0,management,single,secondary,22245,yes,yes,telephone,48.0,3.0,nonexistent,yes
25.0,entrepreneur,single,tertiary,82667,yes,no,cellular,40.0,4.0,failure,yes
24.0,blue-collar,married,primary,34610,no,yes,cellular,24.0,2.0,nonexistent,yes
53.0,services,divorced,tertiary,2705,no,yes,cellular,32.0,3.0,nonexistent,no
35.0,self-employed,divorced,secondary,16272,no,no,telephone,7.0,2.0,success,no
55.0,services,single,secondary,29834,yes,no,telephone,20.0,1.0,failure,yes
26.0,unemployed,divorced,primary,51050,yes,yes,cellular,45.0,2.0,success,no
26.0,entrepreneur,single,tertiary,77176,no,no,telephone,34.0,1.0,success,yes
63.0,retired,divorced,secondary,79548,yes,yes,telephone,19.0,4.0,nonexistent,yes
46.18152922479251,unemployed,divorced,tertiary,59236,no,yes,telephone,46.0,4.0,nonexistent,yes
68.0,blue-collar,divorced,tertiary,69419,yes,no,telephone,14.0,3.0,failure,no
35.0,management,married,tertiary,80610,yes,no,cellular,9.0,4.0,failure,yes
